topic,word_count,study_times,total_time_mins,gap_days,confidence,quiz_score,days_since_last,burn_rate_days
Mathematics,1502,12,100,1,9,84,18,12
Microbiology,891,15,281,13,5,40,23,1
Physiology,1840,8,321,7,1,47,14,1
Financial Accounting,3011,6,314,11,2,69,22,1
Mathematics,850,13,291,2,4,62,4,12
DBMS,4958,9,198,3,5,38,0,15
Chemistry,2097,7,267,4,8,66,12,12
Artificial Intelligence,3214,1,53,12,5,79,23,1
Chemistry,2677,14,193,7,9,90,21,7
Corporate Finance,1822,2,418,11,4,56,5,10
Data Structures,1661,7,438,3,6,75,30,5
DBMS,3953,7,143,8,1,41,20,1
Auditing,856,4,386,13,9,31,15,5
Machine Learning,921,8,91,12,4,76,0,5
Geography,678,11,95,10,10,70,9,9
English,3181,15,372,12,10,62,1,12
Corporate Finance,4845,6,462,13,2,67,21,1
Mathematics,1014,4,262,14,4,48,19,1
Machine Learning,605,12,169,11,7,71,17,2
Microbiology,2771,11,366,2,2,41,14,6
Mathematics,2429,3,281,1,3,84,11,13
Biology,3473,3,210,9,1,44,0,7
Physiology,4533,14,102,12,3,77,23,1
Pathology,2123,12,423,6,7,94,10,11
Biology,1547,2,292,12,9,33,18,6
Algorithms,3168,15,285,4,5,55,22,5
Geography,576,1,480,3,1,59,1,20
History,1968,14,66,2,10,76,28,8
Cost Accounting,2337,13,397,5,9,89,0,18
Computer Networks,1441,13,83,3,2,30,30,1
Biology,2764,9,351,1,6,99,17,12
English,4529,3,86,7,2,62,6,7
Algorithms,1949,10,140,6,1,77,29,1
Financial Accounting,3827,5,334,1,4,95,1,18
Data Structures,2343,11,98,9,6,47,10,5
Physiology,419,15,403,4,5,47,21,4
Data Structures,921,14,366,11,7,100,6,8
Physics,1136,11,171,4,4,49,17,4
Biology,428,15,179,2,2,47,7,7
Management Accounting,2035,6,363,9,10,67,29,4
Hindi,4499,4,376,3,2,61,14,9
Management Accounting,4733,13,103,1,2,91,2,13
English,1621,15,340,11,10,85,14,8
Mathematics,955,12,327,2,4,60,9,10
Mathematics,2085,9,200,5,4,67,2,11
English,2152,6,306,7,9,64,3,15
Biology,2987,12,240,14,5,97,23,1
Chemistry,2498,15,192,9,4,51,19,1
Biochemistry,363,4,311,14,8,80,1,10
Computer Networks,3812,9,207,11,7,69,2,10
Biology,1705,10,102,5,1,92,26,1
Economics,1790,7,261,11,7,95,14,5
Auditing,1692,6,342,4,4,32,14,7
English,2406,8,313,6,7,84,0,15
Software Engineering,1046,1,133,14,9,47,21,2
Cyber Security,2179,10,340,14,7,56,27,1
Social Studies,4973,1,464,8,7,41,28,12
Financial Accounting,4336,6,429,14,9,98,9,10
Financial Accounting,3860,11,208,7,8,38,27,3
Operating Systems,1986,2,123,7,9,44,15,9
Pharmacology,4779,4,42,14,9,56,8,7
Machine Learning,654,15,171,2,5,86,2,14
DBMS,1709,8,42,7,10,55,8,11
Mathematics,1862,14,74,6,3,75,16,3
Hindi,4343,9,37,5,2,62,30,1
Data Structures,2128,6,244,8,8,38,24,3
Operating Systems,1306,7,316,12,7,60,4,8
Biology,3498,7,196,6,4,65,24,2
Corporate Finance,4407,8,35,10,9,90,10,10
Microbiology,3733,9,161,12,3,38,5,3
Physiology,2071,12,459,7,9,65,28,4
Economics,4363,10,117,5,1,97,0,10
Microbiology,543,4,43,1,10,66,1,19
Management Accounting,4038,10,264,4,5,59,6,12
Corporate Finance,966,13,193,4,2,89,16,4
Artificial Intelligence,4262,4,371,14,8,51,3,10
Compiler Design,2590,5,218,14,8,96,1,10
Anatomy,1147,3,404,4,5,80,21,9
English,1339,2,315,6,5,66,14,10
DBMS,3807,6,73,14,8,38,20,1
Geography,1689,3,134,13,9,49,25,1
Social Studies,4329,13,472,8,6,34,20,4
Social Studies,3955,3,227,2,4,80,18,10
English,859,4,148,6,1,97,27,1
History,3518,10,286,12,7,62,8,7
Financial Accounting,2391,13,161,1,10,85,24,11
Machine Learning,3288,2,325,2,5,85,19,13
Science,4987,4,54,14,4,32,17,1
Mathematics,3493,4,248,12,6,49,8,6
Financial Accounting,3336,6,247,3,8,94,17,13
Artificial Intelligence,2283,10,168,13,3,67,29,1
Auditing,2024,7,397,13,6,45,21,1
DBMS,3288,7,333,3,4,84,18,8
Microbiology,438,3,355,8,2,69,30,1
Physics,4438,8,85,12,9,35,29,1
Management Accounting,1426,2,208,8,1,58,4,6
Cyber Security,3619,5,243,4,6,80,27,6
Corporate Finance,1970,13,153,8,9,51,11,9
DBMS,2307,12,440,12,6,75,22,1
English,3406,7,283,10,8,81,18,6
Anatomy,3072,12,371,1,10,55,6,19
Corporate Finance,3325,3,79,14,7,95,10,5
Compiler Design,1295,14,78,10,5,66,30,1
Operating Systems,1961,8,426,1,6,32,4,15
History,2129,10,62,2,2,69,25,1
Cyber Security,2959,11,118,9,10,82,22,6
DBMS,4924,15,202,5,10,91,5,17
Science,1239,8,224,9,4,87,24,1
Anatomy,522,10,213,5,4,42,17,3
English,3098,6,172,14,8,33,6,6
Social Studies,1408,3,35,11,9,79,14,6
History,2248,15,114,4,3,65,26,1
Physics,2157,1,162,10,5,65,28,1
Mathematics,4994,9,376,6,9,35,11,13
Social Studies,3202,9,271,1,6,100,13,13
Machine Learning,2020,7,426,14,4,98,12,2
Hindi,1318,11,90,8,4,67,16,2
Physics,2313,7,462,10,9,75,1,14
Economics,2097,3,394,10,8,79,25,6
History,4527,11,310,1,5,43,6,14
English,4855,2,213,10,7,58,4,13
DBMS,2643,4,141,5,2,87,2,10
Anatomy,691,7,377,11,6,43,11,4
Compiler Design,4502,14,53,7,3,56,12,4
Mathematics,3207,4,267,2,8,62,16,14
Geography,4265,5,337,9,1,58,10,4
Geography,4249,3,402,7,3,94,25,5
Corporate Finance,1455,13,163,8,6,80,16,4
Financial Accounting,1667,14,433,4,3,33,21,2
Geography,3438,3,132,5,2,87,26,1
Biochemistry,3899,14,108,4,2,56,5,8
History,1444,14,93,13,4,56,18,1
Data Structures,3958,7,330,13,7,31,27,1
History,1259,6,315,9,8,39,12,8
Hindi,2265,11,115,10,4,73,14,2
Data Structures,1198,11,339,13,9,44,4,8
Cost Accounting,3045,12,302,14,4,76,25,1
Financial Accounting,1385,5,455,6,7,90,22,8
Operating Systems,384,4,326,1,10,51,22,13
Anatomy,4306,9,337,7,2,35,9,5
Physiology,3353,11,151,5,1,38,11,4
Anatomy,3346,14,176,5,7,62,25,5
Machine Learning,3348,10,466,4,7,88,11,13
Hindi,2741,15,178,6,2,55,9,5
Mathematics,1273,5,222,9,10,88,22,7
Financial Accounting,4774,2,189,1,7,77,27,11
Science,1763,4,189,2,3,84,15,8
Physiology,2731,9,212,3,8,94,30,6
Geography,1215,14,377,2,9,79,3,18
Geography,3601,11,352,14,9,94,14,6
Biochemistry,3123,15,92,8,8,46,14,7
Chemistry,1425,8,308,7,3,65,29,1
Compiler Design,2100,4,199,1,6,37,21,8
Science,1753,14,370,13,1,55,25,1
Science,3552,14,321,9,10,57,26,4
Mathematics,3710,9,335,10,9,30,26,3
Management Accounting,1748,11,212,7,4,85,20,2
Auditing,2106,8,121,13,9,88,18,3
English,1337,15,349,6,4,73,29,1
Science,1398,8,41,13,7,31,18,1
Auditing,2947,10,132,10,5,94,22,1
Mathematics,3228,2,99,4,10,42,4,17
Auditing,3477,11,437,4,1,50,17,4
Hindi,4957,8,395,3,1,38,3,11
Science,4393,9,112,1,5,80,12,12
Science,4306,11,50,12,5,33,16,1
Computer Networks,2977,4,259,11,8,45,9,9
Geography,1064,10,222,4,9,44,23,7
Cost Accounting,3600,2,386,6,1,50,3,12
Data Structures,3059,5,179,11,2,70,15,1
Anatomy,1136,4,239,6,5,40,17,5
Machine Learning,4616,3,384,5,1,66,29,2
Computer Networks,3106,5,387,13,2,41,15,1
Cyber Security,4668,11,461,12,2,45,0,6
English,1054,3,320,5,7,30,19,8
Science,2746,1,121,13,8,38,19,3
Pathology,4577,10,302,10,3,100,22,1
Machine Learning,4768,6,266,13,9,42,24,2
DBMS,3660,10,352,10,1,38,3,4
Corporate Finance,3019,12,31,6,6,39,13,6
Hindi,2880,8,252,9,4,67,20,1
English,4380,14,166,2,5,90,29,5
Financial Accounting,3514,1,452,13,3,59,4,13
Physics,2961,2,460,3,7,56,22,14
Economics,558,7,43,6,4,80,19,2
Biology,4595,4,476,7,2,40,20,4
Physics,1018,3,413,12,6,71,29,1
Corporate Finance,4912,14,472,5,8,73,7,15
Software Engineering,1422,13,151,1,8,82,24,9
Hindi,4332,2,250,8,2,88,30,1
Machine Learning,3632,3,276,7,2,54,3,10
Pharmacology,2802,6,270,9,5,41,28,1
Economics,3789,8,185,10,10,86,8,12
Physics,3759,5,201,11,3,71,15,1
Corporate Finance,3016,13,218,11,1,38,7,1
Social Studies,1615,3,154,8,2,83,11,4
Cost Accounting,3652,8,242,13,7,88,20,2
English,3769,1,113,5,6,63,4,14
Physiology,1313,11,83,2,10,88,12,15
Physics,4700,11,359,14,3,93,22,1
Auditing,3783,4,455,14,1,87,3,5
English,1081,12,109,4,2,69,6,7
Pharmacology,2720,3,70,4,3,95,27,2
Software Engineering,4728,13,447,10,8,94,2,13
Hindi,3648,7,62,1,10,50,2,20
Chemistry,4825,8,223,7,4,73,19,4
Machine Learning,2236,7,176,1,1,76,0,12
Software Engineering,3117,11,102,4,4,63,14,7
History,1566,7,94,9,4,67,17,1
Pathology,936,5,465,3,4,38,7,12
Social Studies,4830,5,33,11,7,40,0,10
Artificial Intelligence,4764,3,225,4,10,93,12,17
Mathematics,1552,10,40,11,9,98,26,1
English,4881,5,188,5,1,43,18,3
Machine Learning,2164,13,143,7,9,35,9,10
Management Accounting,3355,8,132,5,9,91,24,8
Hindi,3229,10,188,12,5,90,15,2
Economics,761,5,247,8,4,77,20,2
Corporate Finance,920,5,189,14,1,79,7,1
Economics,4000,12,47,10,8,72,30,1
Corporate Finance,3266,5,312,13,8,69,3,10
English,1023,5,214,3,10,77,26,9
Pharmacology,1885,10,202,7,8,50,4,12
English,440,1,427,5,10,80,3,26
History,3162,4,305,9,1,90,16,2
Artificial Intelligence,4455,7,395,1,3,31,24,6
Biology,3116,8,462,13,7,73,27,1
Software Engineering,3051,15,399,13,4,34,19,1
English,3282,3,359,5,10,48,14,15
English,1873,13,326,9,4,71,28,1
Management Accounting,1207,11,172,2,6,71,15,9
Corporate Finance,3351,3,176,5,9,55,27,7
Biochemistry,3520,7,265,3,2,55,21,4
Chemistry,3741,9,459,5,3,71,12,8
Data Structures,1407,9,168,4,8,78,9,13
Data Structures,3010,4,124,6,9,86,10,13
Data Structures,3251,7,270,8,6,49,10,8
Compiler Design,2109,11,65,14,2,95,2,2
Cost Accounting,1756,8,206,13,10,94,19,4
Data Structures,4927,11,298,2,8,42,20,11
Algorithms,2152,14,109,10,7,51,20,1
Biology,4737,7,239,5,7,53,19,8
Artificial Intelligence,2945,2,454,13,1,82,30,1
Physics,4085,14,34,3,4,78,23,4
Cost Accounting,314,4,49,1,5,71,14,9
Hindi,3520,10,31,4,2,40,4,8
History,943,9,91,12,1,47,22,1
Cyber Security,3102,9,212,4,10,55,11,14
Anatomy,322,6,293,8,7,68,23,3
Pathology,4211,11,93,8,5,93,0,11
Pathology,2067,8,75,14,10,99,11,6
Physiology,1349,12,384,10,4,70,3,7
Biochemistry,690,2,358,13,2,44,29,1
Machine Learning,1837,2,77,7,1,59,3,6
Anatomy,3124,11,354,4,3,85,21,4
Social Studies,3779,4,456,1,8,98,3,23
Biochemistry,2571,10,454,3,2,34,24,2
Financial Accounting,3184,1,290,4,9,44,29,12
Machine Learning,4007,4,392,1,4,90,4,18
Software Engineering,845,3,199,10,8,75,7,10
Financial Accounting,4938,3,393,1,3,35,17,11
Social Studies,2704,4,258,10,7,35,17,5
Compiler Design,4351,2,43,5,6,68,3,13
History,2873,3,311,7,2,92,27,1
Cyber Security,3208,9,348,13,4,69,14,1
Mathematics,2791,9,78,9,7,30,23,1
Software Engineering,1424,11,470,7,8,85,13,10
Machine Learning,3781,9,162,6,9,48,5,14
Mathematics,2231,2,125,14,4,98,22,1
Artificial Intelligence,3292,3,313,3,1,38,7,10
Cost Accounting,2708,2,53,8,9,65,22,5
Auditing,4450,14,354,5,10,92,20,12
English,2110,1,256,4,4,75,1,18
English,2958,14,281,1,5,94,30,5
Data Structures,4913,13,74,14,4,74,13,1
Financial Accounting,1892,3,108,4,7,76,10,12
Mathematics,3153,7,411,7,2,76,12,6
DBMS,3883,12,402,10,1,67,12,1
Economics,1477,12,144,7,1,97,22,1
Operating Systems,2107,7,159,5,9,50,6,14
Pharmacology,3128,14,114,1,8,87,7,16
Operating Systems,2357,2,359,9,4,87,2,13
History,2007,7,295,9,1,77,25,1
Physics,3816,5,451,8,8,91,27,7
Financial Accounting,3130,10,314,1,9,41,11,16
Economics,2148,5,195,13,7,80,12,4
Artificial Intelligence,2220,4,205,7,10,61,8,14
Compiler Design,4541,3,421,8,4,44,8,11
Geography,4272,1,352,3,4,78,21,14
Social Studies,4111,5,329,14,4,56,12,2
Geography,4082,15,204,13,7,53,24,1
Physics,4135,4,204,10,1,69,5,5
Cost Accounting,2843,7,83,3,3,51,17,5
DBMS,4942,5,123,4,9,36,25,8
Microbiology,895,1,136,5,6,48,13,10
Biology,4695,9,167,7,3,55,13,5
Financial Accounting,2674,11,366,7,6,37,27,1
Software Engineering,748,8,181,6,8,90,10,11
Biology,2182,6,291,5,4,72,3,12
Physics,4588,2,206,1,6,65,2,20
Computer Networks,2711,11,465,6,8,44,1,15
Mathematics,3342,5,72,3,4,89,1,14
Geography,1611,12,185,3,2,73,2,10
Algorithms,4085,5,185,13,6,76,25,1
Science,1252,7,357,5,4,48,3,11
English,3856,9,338,5,1,100,14,6
Pathology,582,3,437,9,10,97,17,12
Hindi,2478,15,371,1,4,61,27,4
Geography,1901,8,376,6,2,56,27,1
Science,585,14,302,7,1,31,19,1
Operating Systems,3740,11,153,6,2,41,12,4
Pharmacology,1806,11,259,9,7,67,10,7
Artificial Intelligence,487,4,122,9,2,71,7,3
Economics,4172,3,216,6,3,93,13,8
Hindi,3205,12,90,1,2,66,4,11
DBMS,3231,9,451,11,1,91,24,1
Physiology,1617,11,141,14,6,51,28,1
English,859,10,300,13,10,87,5,10
Social Studies,2794,4,72,13,6,41,27,1
Biochemistry,1591,6,421,9,8,34,27,2
History,2285,1,98,5,1,77,4,9
Mathematics,577,8,425,10,9,42,10,8
Software Engineering,3785,14,270,12,2,79,29,1
English,2404,1,374,6,9,57,2,23
Anatomy,3845,6,203,4,1,71,18,4
DBMS,1026,1,160,9,2,74,27,1
Microbiology,606,14,376,8,10,48,26,4
Compiler Design,4037,6,204,13,5,61,20,1
Physics,1203,2,477,11,6,92,23,7
Auditing,3698,1,472,11,8,98,0,23
Compiler Design,4070,1,98,3,3,79,3,14
English,2814,6,207,7,8,36,1,13
Algorithms,1494,1,336,10,6,57,2,16
Artificial Intelligence,2670,11,156,2,7,60,16,10
Geography,1624,13,81,7,3,86,2,8
Physics,4826,5,125,14,3,30,19,1
Pathology,2103,3,391,13,8,97,19,6
Artificial Intelligence,2138,4,443,2,5,77,6,16
Data Structures,4274,2,477,10,3,64,13,9
Hindi,1005,4,361,13,3,59,23,1
Biology,2438,1,284,9,8,98,6,17
Microbiology,1263,1,225,7,8,41,23,8
Artificial Intelligence,1793,13,221,13,4,67,30,1
Software Engineering,4619,13,92,5,7,40,0,14
Mathematics,329,14,218,3,5,64,27,2
Microbiology,3882,6,234,10,3,58,15,2
Anatomy,3941,6,189,3,6,48,13,11
Science,4352,8,32,11,7,66,30,1
Computer Networks,1255,5,286,11,8,59,26,1
Chemistry,4945,2,367,11,4,65,9,10
Pathology,4085,7,365,13,8,92,18,5
Cyber Security,2747,3,177,5,7,68,3,15
Algorithms,4046,3,54,2,10,36,11,15
Mathematics,4807,10,474,11,9,68,16,8
DBMS,2349,6,52,3,6,68,4,13
Operating Systems,1060,12,203,3,5,77,16,7
Mathematics,4288,6,438,6,5,62,6,12
Compiler Design,1947,3,195,12,6,52,22,1
Biology,318,4,401,5,4,47,15,7
Social Studies,3698,4,154,2,7,41,25,8
Compiler Design,2685,10,101,14,9,48,26,1
Geography,1658,7,203,1,1,45,15,5
Anatomy,4105,2,235,10,10,39,20,9
History,2730,13,80,3,9,85,29,7
Computer Networks,435,5,388,5,4,60,29,1
English,1207,15,117,11,8,86,14,5
Physiology,3617,11,419,1,9,69,2,21
DBMS,3698,13,383,9,4,73,25,1
Software Engineering,1282,1,153,12,6,53,13,5
Cyber Security,3733,1,59,10,6,91,1,11
Data Structures,1742,5,175,14,6,72,6,4
Pathology,619,11,33,2,6,43,20,6
English,4382,3,140,12,1,74,9,1
Algorithms,1638,15,381,6,3,74,29,1
Corporate Finance,3080,10,139,8,9,48,27,3
English,2604,11,308,3,7,47,15,10
Cost Accounting,4579,7,293,3,7,54,17,11
Machine Learning,2087,4,140,10,9,58,13,7
Biology,1396,3,336,6,9,74,0,19
Physiology,1203,11,171,10,1,74,21,1
History,580,12,320,13,5,78,6,4
Pharmacology,4991,8,289,4,7,84,4,16
Cyber Security,4113,2,456,7,7,70,7,18
Compiler Design,4409,6,36,14,3,71,1,3
Mathematics,975,15,63,14,9,43,5,5
Algorithms,4257,8,219,11,1,59,10,1
Mathematics,4162,10,409,4,2,54,26,1
Corporate Finance,2601,9,459,7,1,84,4,7
Algorithms,2588,5,348,12,3,90,22,1
Algorithms,3828,2,425,9,4,33,28,3
History,4983,9,285,11,9,69,6,11
Cyber Security,4736,4,242,14,5,86,8,5
Machine Learning,1033,14,401,1,5,73,7,13
Artificial Intelligence,2253,12,122,6,9,45,23,5
Microbiology,3628,2,408,13,8,40,26,5
Financial Accounting,937,8,171,8,2,93,18,1
Data Structures,3589,2,342,1,7,68,19,16
Compiler Design,3318,13,305,4,4,75,15,7
Operating Systems,3014,12,43,6,6,40,1,11
Data Structures,4933,2,292,1,10,42,16,19
Cyber Security,2168,1,65,13,9,90,28,1
Mathematics,4221,5,440,9,3,95,5,10
Computer Networks,3599,2,265,3,3,74,28,5
Chemistry,481,14,195,13,3,95,7,1
Physics,4886,6,54,7,6,100,9,10
Machine Learning,3729,2,35,4,6,84,14,10
Economics,4900,4,214,11,8,47,1,12
Compiler Design,1085,6,320,7,9,74,11,12
DBMS,4164,6,386,13,4,67,27,1
Social Studies,4582,7,452,10,7,64,18,6
Biochemistry,3973,9,219,10,7,52,2,10
Geography,3272,6,31,11,4,87,13,2
Operating Systems,2111,7,33,10,3,42,1,5
Computer Networks,989,9,333,14,7,30,1,6
History,1362,3,257,3,3,67,2,13
Physics,4144,2,251,2,7,93,27,11
Hindi,3440,14,299,12,5,30,17,1
Compiler Design,2211,3,316,12,8,73,21,5
Economics,3107,14,450,10,1,72,4,4
Financial Accounting,872,4,144,12,5,84,16,1
Software Engineering,3263,1,458,1,4,40,7,22
Data Structures,2472,6,339,13,6,49,23,1
Operating Systems,836,6,224,10,1,80,26,1
Hindi,3855,13,334,5,3,75,23,3
Compiler Design,376,14,227,3,8,89,20,9
Microbiology,816,12,45,4,6,68,25,3
Physiology,4128,13,53,7,6,46,1,11
Corporate Finance,2362,2,238,12,3,57,24,1
Mathematics,2524,13,283,1,7,33,22,8
Corporate Finance,2050,1,211,6,1,85,0,13
Mathematics,718,13,362,7,5,56,25,1
History,1672,7,333,12,10,92,16,7
English,3539,14,367,14,3,98,10,1
Physics,969,10,434,3,3,32,13,6
Management Accounting,4656,11,175,4,8,90,15,12
Pathology,1870,12,295,5,2,83,6,8
English,2775,1,463,5,8,73,23,17
History,754,4,457,13,4,51,16,1
Science,1407,9,463,2,3,70,12,9
Economics,2044,15,67,4,6,97,10,10
Biochemistry,2240,8,369,5,7,38,6,12
History,909,11,453,8,5,66,4,9
Mathematics,4594,4,284,5,8,59,2,18
Data Structures,4386,9,38,6,10,50,30,5
Biology,2252,8,411,13,3,81,7,3
Software Engineering,4452,3,163,14,10,93,0,13
Science,4882,14,59,6,3,67,6,8
Compiler Design,925,11,431,1,9,71,6,18
Data Structures,420,9,220,4,6,43,14,7
Cost Accounting,1374,10,436,4,4,61,28,2
Corporate Finance,4125,10,325,13,7,48,22,1
Biology,1472,15,189,14,8,71,5,6
Cost Accounting,4728,7,459,12,2,87,5,6
Cyber Security,697,9,470,4,5,72,10,10
Anatomy,3538,13,227,7,10,48,4,14
Biology,1245,5,425,10,2,76,2,7
Machine Learning,893,14,167,12,7,32,8,4
Chemistry,4382,2,157,13,2,64,16,1
Machine Learning,2210,12,463,1,8,57,29,8
Algorithms,322,11,274,3,8,90,2,16
Hindi,677,6,104,4,5,91,3,12
Corporate Finance,4917,11,69,10,2,93,27,1
Pharmacology,1339,14,307,14,3,53,11,1
Microbiology,2912,3,146,10,8,87,27,3
Mathematics,2826,10,168,10,3,67,22,1
Geography,1162,2,137,8,4,35,9,5
Science,1159,6,131,4,6,79,14,9
Mathematics,1107,2,331,9,1,75,18,2
Chemistry,4372,5,204,8,7,30,27,2
Geography,2571,12,443,14,1,84,24,1
DBMS,3849,2,241,4,1,76,26,3
Anatomy,1788,9,102,5,6,82,3,12
Algorithms,4288,7,81,5,6,58,9,10
Algorithms,1378,7,313,4,10,94,30,8
Hindi,586,15,188,12,1,33,2,1
Operating Systems,3310,14,227,12,10,91,18,6
Artificial Intelligence,919,10,384,14,9,98,17,4
Hindi,2618,3,65,12,8,48,28,1
Management Accounting,2234,7,357,4,10,46,29,7
Data Structures,2389,14,345,9,3,75,2,7
Physiology,349,7,65,13,2,38,12,1
Microbiology,752,7,355,6,8,43,25,5
Mathematics,2857,4,293,13,1,78,22,1
Management Accounting,1945,5,410,11,10,64,29,3
Hindi,3266,15,326,11,2,39,23,1
Management Accounting,1414,3,330,7,1,97,4,9
Pathology,715,2,286,6,6,30,30,3
Anatomy,646,5,89,12,5,54,9,2
Chemistry,2551,1,328,10,5,55,10,12
Financial Accounting,2603,11,289,1,9,50,26,9
Management Accounting,2355,4,377,5,6,31,29,4
Geography,2937,6,417,11,5,35,25,1
Physiology,2744,14,322,7,6,97,19,6
Microbiology,879,9,476,3,9,83,19,12
English,3319,3,189,7,1,78,18,2
Microbiology,4904,8,245,12,9,82,16,7
Auditing,2129,3,324,7,5,66,20,6
Mathematics,2805,7,479,5,10,39,10,15
Computer Networks,923,11,238,5,6,94,24,4
Algorithms,3656,5,203,10,3,75,22,1
History,3845,9,153,9,1,40,3,4
Artificial Intelligence,3054,7,252,1,3,80,3,14
Anatomy,4840,13,428,13,7,35,30,1
Economics,794,10,101,5,5,33,12,6
Economics,591,13,249,6,2,88,4,7
English,625,12,407,3,2,87,12,7
Chemistry,1876,13,370,9,2,37,14,1
Biology,1203,2,363,7,8,49,9,14
Mathematics,1918,9,307,9,6,46,5,8
History,2781,7,203,13,2,87,8,1
Microbiology,2446,15,350,7,1,67,0,7
Geography,2884,13,113,10,9,75,2,12
Social Studies,2212,7,109,6,9,86,4,14
Artificial Intelligence,1145,13,189,6,9,37,7,11
Computer Networks,822,2,480,5,9,45,9,19
DBMS,1112,6,59,13,7,93,16,1
Biology,4628,11,187,1,4,86,4,15
Pathology,427,9,336,4,3,39,7,8
Auditing,4330,10,291,10,5,38,26,1
Computer Networks,2453,2,339,14,2,93,17,1
Microbiology,3337,9,399,12,4,57,18,1
Software Engineering,1110,10,403,4,8,56,16,10
Economics,4196,12,442,6,7,86,11,12
Computer Networks,752,1,439,13,4,70,10,11
History,3157,5,184,13,7,80,23,1
History,2683,4,351,8,10,80,9,15
History,4643,11,424,1,7,96,11,16
Algorithms,1551,4,184,1,6,69,9,14
Anatomy,4996,15,291,13,3,82,9,2
Economics,4786,7,409,8,1,59,22,1
Artificial Intelligence,426,13,154,14,6,32,29,1
Computer Networks,661,13,251,7,8,65,15,7
Computer Networks,3258,9,247,3,8,39,19,10
Software Engineering,1052,14,196,8,1,41,6,2
Computer Networks,3385,14,246,10,8,49,21,3
Physiology,4995,15,131,4,10,69,0,19
English,3902,14,256,5,8,95,20,9
Social Studies,1809,6,185,12,7,49,14,3
Geography,919,3,78,5,8,79,8,12
Pathology,4376,6,290,7,3,30,19,2
Pharmacology,2819,8,257,1,7,31,11,13
Physiology,1729,8,384,14,7,30,30,1
Data Structures,2435,14,236,14,4,78,9,1
DBMS,3850,3,456,6,7,54,28,8
English,1628,14,346,2,10,64,21,11
Pathology,3832,4,197,6,8,90,20,9
Financial Accounting,835,15,52,5,10,31,17,8
Artificial Intelligence,1993,14,154,10,4,99,26,1
Algorithms,4542,4,359,1,2,46,4,14
Corporate Finance,3814,7,430,3,1,66,8,9
Chemistry,3528,7,426,14,1,75,17,1
Auditing,2774,4,318,9,4,96,26,1
Social Studies,4974,15,405,11,7,100,7,10
Biology,3582,7,436,3,6,93,26,8
Microbiology,4884,12,83,11,1,92,29,1
Compiler Design,2441,15,176,1,4,79,6,12
Hindi,3149,3,93,4,10,33,0,18
Auditing,744,15,187,1,7,98,2,17
Chemistry,742,6,456,6,10,46,22,9
English,4990,1,64,10,8,41,5,11
Physics,3120,6,124,9,9,71,9,10
Science,510,6,221,11,10,98,27,3
Pharmacology,1532,6,277,2,4,35,14,8
Mathematics,3319,2,255,13,6,100,13,7
Hindi,4684,5,298,6,5,50,23,5
Compiler Design,2706,15,60,11,4,32,25,1
Artificial Intelligence,1192,13,464,1,4,99,17,9
Machine Learning,4056,2,92,11,6,48,2,9
Cyber Security,2349,5,427,2,1,67,7,11
Mathematics,753,2,70,5,10,97,17,11
Pharmacology,1205,6,330,3,2,38,24,2
Software Engineering,486,5,238,8,10,100,3,15
Auditing,375,14,358,12,4,91,11,2
Cyber Security,3096,10,250,14,2,98,24,1
Auditing,327,12,76,8,6,33,16,2
Auditing,3649,4,443,2,3,41,22,8
Compiler Design,977,13,189,8,4,94,0,9
Compiler Design,4890,2,417,8,2,65,9,11
Biochemistry,4116,6,217,9,3,73,22,1
Biochemistry,4101,1,417,2,10,56,26,20
Data Structures,4540,1,257,14,10,46,12,12
Hindi,1514,2,192,9,5,34,22,1
Auditing,1905,14,165,7,8,39,5,11
History,4922,3,266,8,8,56,4,15
Data Structures,2147,6,191,2,6,40,19,8
Social Studies,1656,1,143,14,9,54,14,6
Data Structures,3142,10,143,2,9,67,0,19
Physiology,4254,15,365,7,9,57,7,13
Cost Accounting,1122,7,230,8,7,59,22,3
History,1101,1,130,11,1,86,29,1
Biochemistry,3281,10,286,11,3,44,26,1
Artificial Intelligence,1614,2,415,6,8,30,20,11
